index,name,gender,label
9078,antony l. hosking,m,0
9079,rama akkiraju,m,0
9080,navendu jain,f,0
9081,joshua b. tenenbaum,m,0
9082,gary livingston,none,0
9083,rona machlin,f,0
9084,eugene i. lowenthal,none,0
9085,yousef j. al-houmaily,m,0
9086,akinori fujino,m,3
9087,patrick freudenstein,m,0
9088,karl pfleger,m,0
9089,aleix m. mart¨ªnez,none,0
9090,a. m. alashqur,none,0
9091,gert smolka,m,0
9092,randal j. peters,m,1
9093,george f. luger,none,0
9094,guofei jiang,none,0
9095,julian kupiec,none,0
9096,dyce jing zhao,none,0
9097,xinhua zhang,none,0
9098,wesley t. chuang,none,0
9099,carolina ruiz,f,0
9100,dee jay randall,none,0
9101,zhi-li zhang,none,0
9102,liangsheng wang,none,0
9103,simon perkins,none,2
9104,chun hung li,none,3
9105,karel youssefi,m,0
9106,s. ganapathy,none,0
9107,eran gabber,none,0
9108,shuo bai,none,0
9109,brahim chaib-draa,m,3
9110,dmitry shaparau,m,0
9111,jean-luc gaudiot,m,0
9112,shou-de lin,none,2
9113,hisami suzuki,none,0
9114,mosfeq rashid,none,0
9115,kwang ryel ryu,none,0
9116,david a. randell,none,0
9117,satyen kale,none,0
9118,pawel jurczyk,m,4
9119,mark austin,none,3
9120,steven a. demurjian,m,1
9121,arnaud delhay,m,0
9122,jan-michael frahm,m,0
9123,jeffrey a. hoffer,m,0
9124,yuliya lierler,f,3
9125,thomas w. malone,none,0
9126,mary roth,none,0
9127,noel e. o'connor,m,0
9128,gregory d. speegle,m,1
9129,bernd wachmann,m,0
9130,nicole kr?mer,none,2
9131,guomao xin,none,4
9132,xiaodong zhang,none,0
9133,michael carney,m,0
9134,joe kriege,none,0
9135,mengqiu wang,none,0
9136,nathanael chambers,m,0
9137,john binder,none,0
9138,fan guo,none,0
9139,peter reutemann,m,0
9140,koichi goto,m,0
9141,georg buscher,m,0
9142,andrei legtchenko,m,0
9143,david c. han,none,0
9144,john bear,none,3
9145,zhen guo,none,2
9146,dor¨¦e d. seligmann,none,0
9147,goutam paul,none,0
9148,mohammed maniruzzaman,m,0
9149,lei zou,none,0
9150,patrick doherty,m,3
9151,andreas neumann,m,0
9152,ani thakar,f,0
9153,claire grover,f,0
9154,shaofeng bu,none,1
9155,mark sifer,none,0
9156,chunping li,none,0
9157,steven j. shute,m,0
9158,kai xu,none,0
9159,n. zavalishin,none,0
9160,christian garcia-arellano,m,0
9161,steven j. weissman,m,3
9162,guangshun chen,none,0
9163,thomas manoukian,none,0
9164,terry cook,m,0
9165,ali inan,none,0
9166,erdogan dogdu,m,0
9167,akira hayashi,m,0
9168,chong jin ong,none,0
9169,fran?ois poulet,none,2
9170,alan c. bovik,none,0
9171,fran?ois chaumette,none,0
9172,min-ling zhang,none,0
9173,xiaojun yuan,none,4
9174,simon dixon,none,0
9175,francesco buccafurri,m,0
9176,waheed qureshi,m,0
9177,rangasami l. kashyap,m,0
9178,pratik mukhopadhyay,m,0
9179,nishant mehta,m,0
9180,philippe lenca,m,0
9181,christine t. cheng,none,4
9182,justin basilico,m,4
9183,bertrand neveu,m,0
9184,bogdan matei,m,0
9185,alon pilberg,m,1
9186,s. alireza aghili,none,0
9187,jordan erenrich,m,3
9188,masoud makrehchi,m,0
9189,jean-yves garinet,m,0
9190,thanaa m. ghanem,f,0
9191,dhiman barman,none,2
9192,hicham sekkati,m,0
9193,carmen gervet,f,0
9194,mandar rahurkar,m,4
9195,lubos popel¨ªnsky,none,0
9196,sinisa segvic,m,0
9197,amar gupta,m,2
9198,dung n. lam,m,0
9199,brenda cheang,f,0
9200,tien nhut nguyen,f,0
9201,n. serdar uckun,f,0
9202,hanhua chen,none,0
9203,alexis koster,m,0
9204,umaa rebbapragada,none,0
9205,jacobus e. van der merwe,m,0
9206,paul johannesson,none,1
9207,zheng huang,none,0
9208,shyamsundar rajaram,none,3
9209,eero hyv?nen,none,3
9210,nancy e. reed,none,0
9211,philip l. lehman,m,1
9212,tom¨¢s e. uribe,none,0
9213,kazuo j. ezawa,m,0
9214,nicolas helft,none,0
9215,venu dasigi,m,0
9216,anthony s. maida,none,0
9217,minoru tanaka,m,1
9218,sung young jung,none,0
9219,celine vens,f,0
9220,lili diao,none,0
9221,thanos papadimitriou,m,0
9222,daan fierens,none,0
9223,jacques calmet,m,0
9224,rui yang,none,0
9225,krishnan ramanathan,m,0
9226,andr¨¦ eickler,none,0
9227,brad hammond,m,0
9228,alessandro farinelli,m,0
9229,arun c. surendran,m,0
9230,peter edwards,m,0
9231,paola mello,f,0
9232,mahendra sekaran,m,0
9233,emanuele olivetti,m,0
9234,ioannis a. kakadiaris,m,0
9235,paul w. goldberg,none,0
9236,keh-chang guh,m,0
9237,lee naish,none,0
9238,pasumarti v. kamesam,m,0
9239,yuri kalnishkan,none,0
9240,walton a. perkins,m,3
9241,stanley j. rosenschein,m,0
9242,michel pilote,m,0
9243,zujia xu,none,0
9244,sujoe bose,none,1
9245,carey l. williamson,f,0
9246,ingrid renz,f,0
9247,mingmin chi,none,0
9248,haruhiko kojima,m,0
9249,yves rasolofo,m,0
9250,un yong nahm,none,0
9251,guoping hu,none,0
9252,yuping yang,none,2
9253,barbara poblete,f,0
9254,marta arias,f,0
9255,h. lewis chau,none,0
9256,xuanlong nguyen,none,3
9257,yixin ruan,none,0
9258,zhe wu,none,0
9259,christoph baumgarten,m,0
9260,craig cornelius,m,0
9261,gerti kappel,m,0
9262,yves jean,none,0
9263,karl-hans bl?sius,none,0
9264,devvan stokes,none,0
9265,antonis bikakis,m,0
9266,john williams,none,0
9267,stefano rizzi,m,0
9268,john horan,none,0
9269,walter l. johnston,m,0
9270,william a. wallace,m,0
9271,hyunchul kang,none,0
9272,dimitris fragoudis,m,0
9273,odysseas g. tsatalos,m,1
9274,xiaoxun zhang,none,0
9275,stavros papadopoulos,m,0
9276,perry w. thorndyke,m,3
9277,shravan matthur narayanamurthy,m,3
9278,qian chen,none,0
9279,philip m. lewis,m,0
9280,nikos pelekis,m,0
9281,scott sanner,m,0
9282,michael fink 0002,none,0
9283,tik-shun wong,f,4
9284,francis bach,none,0
9285,dongmei jia,none,0
9286,c. k. kim,none,0
9287,masatoshi okutomi,m,0
9288,andrea passerini,f,0
9289,prasanna padmanabhan,m,1
9290,christine m. o'keefe,f,0
9291,fubito toyama,none,3
9292,marshall i. schor,m,0
9293,roy rada,none,4
9294,ingrid carlbom,f,0
9295,junqiang liu,none,2
9296,daniel l. silver,none,0
9297,gomer thomas,none,0
9298,allan p. white,m,3
9299,yimin zhang,none,0
9300,niels da vitoria lobo,m,0
9301,joan m. morrissey,f,0
9302,matthew marge,m,0
9303,avi dechter,m,0
9304,dai kobayashi,none,0
9305,dimitrios kalles,m,0
9306,tat-sang choy,none,0
9307,k. c. lee,none,0
9308,serban jora,m,0
9309,boonserm kijsirikul,none,0
9310,dili zhang,none,0
9311,yacov hel-or,m,0
9312,predrag radivojac,m,0
9313,azadeh shakery,f,4
9314,scott davies,m,3
9315,yusuf akca,m,0
9316,andrew d. wilson,none,0
9317,arcot sowmya,none,0
9318,steve ford,m,1
9319,sterling stuart stein,m,0
9320,bryant w. york,m,0
9321,don-lin yang,none,0
9322,arun p. sanjeev,m,2
9323,joseph o'sullivan,none,0
9324,furu wei,none,0
9325,shyh-kwei chen,none,0
9326,gregor thurmair,m,4
9327,william bridge,m,1
9328,martin r. frank,m,0
9329,cen li,none,0
9330,eytan ruppin,m,0
9331,peter j. giblin,m,0
9332,karem a. sakallah,f,0
9333,jim smith,m,0
9334,tetsuya hoshino,m,0
9335,wouter gelade,m,0
9336,young chul park,none,0
9337,annelise mark pejtersen,f,4
9338,luca cinquini,m,0
9339,flavio chierichetti,m,0
9340,hajime takano,m,0
9341,jack kent,m,0
9342,gang qu,none,0
9343,jim stamos,m,0
9344,robert j. bobrow,none,0
9345,cheng-fa tsai,f,0
9346,shailesh kumar,m,3
9347,ofer dekel,m,0
9348,austin i. eliazar,m,0
9349,esben rune hansen,m,0
9350,stanley r. m. oliveira,m,0
9351,nikos sarkas,m,0
9352,brian murphy,none,0
9353,david h. hickam,none,0
9354,charles j. rieger iii,m,0
9355,domenico ursino,m,0
9356,thierry boy de la tour,m,0
9357,sean m. mcnee,m,0
9358,allan schumacher,m,0
9359,chris eliasmith,m,0
9360,shihao ji,none,0
9361,hongdong li,none,0
9362,manuel cebri¨¢n,none,3
9363,su-in lee,none,0
9364,michael winikoff,m,3
9365,manu aery,m,4
9366,liqin zhang,none,0
9367,tyson condie,m,0
9368,david r. kaeli,none,0
9369,steven p. levitan,m,0
9370,edmund furse,m,3
9371,michael taylor,m,0
9372,george bebis,none,0
9373,raman rajagopalan,m,0
9374,dirk vermeir,m,0
9375,kwok leung yu,none,0
9376,vineet gupta,m,0
9377,tetsuo sawaragi,m,0
9378,jeff pepper,none,3
9379,gemma casas-garriga,f,2
9380,secil ugurel,f,0
9381,kapali p. eswaran,m,0
9382,lex weaver,m,0
9383,kyoji kawagoe,none,0
9384,athanassios papagelis,m,0
9385,peter br?ssler,none,0
9386,donald c. allen,none,3
9387,amedeo napoli,m,0
9388,g. niklas nor¨¦n,none,2
9389,zhang mingyi,none,0
9390,donald a. norman,m,0
9391,jack gelfand,m,0
9392,wojciech kotlowski,m,0
9393,lloyd allison,m,0
9394,yuan an,none,0
9395,ferhan t¨¹re,none,0
9396,yazhong feng,none,4
9397,zu whan kim,none,0
9398,shih-fen cheng,none,3
9399,sunil s. nair,m,1
9400,larry birnbaum,m,0
9401,djamal benslimane,m,0
9402,igor karpov,m,0
9403,galit shmueli,f,0
9404,carlos a. heuser,m,0
9405,kostas stefanidis,m,0
9406,elizabeth a. m. shriver,f,0
9407,nicolas loeff,none,0
9408,adam gray,m,0
9409,anton schwaighofer,m,0
9410,liana m. lorigo,f,0
9411,¨¦rick alphonse,none,0
9412,s. viswanathan,none,0
9413,yuri a. ivanov,none,0
9414,gilles m. e. lafue,m,0
9415,mark d. grover,none,3
9416,vishu krishnamurthy,m,0
9417,qiang huang,none,0
9418,takushi tanaka,none,0
9419,iztok savnik,m,0
9420,dragomir anguelov,m,2
9421,thomas melluish,none,0
9422,m. v. daniels,none,0
9423,lukas blunschi,m,0
9424,mehran asadi,m,3
9425,peng sun,none,0
9426,mark coyle,none,1
9427,dahua lin,none,0
9428,david atkinson,none,3
9429,yann vi¨¦mont,none,1
9430,richard a. harshman,none,4
9431,david lee,none,0
9432,sivan yogev,f,0
9433,susan price,none,0
9434,marc sobel,m,2
9435,sergey tulyakov,m,0
9436,zhongzhi shi,none,0
9437,stephen s. intille,none,0
9438,anselm spoerri,m,0
9439,upen s. chakravarthy,m,0
9440,feng liang,none,2
9441,ankur panchbudhe,m,0
9442,christian heinlein,m,0
9443,fabrizio ferrandina,m,0
9444,barbara pernici,f,0
9445,e. segal,m,4
9446,paul a. martin,none,3
9447,fakhri karray,m,0
9448,cristina boicu,f,0
9449,ole j. mengshoel,m,0
9450,osamu katai,m,0
9451,kasia muldner,f,3
9452,gerhard k?stler,none,1
9453,julio ortega,m,0
9454,viviane crestana-jensen,f,0
9455,elliot k. kolodner,m,0
9456,soon tee teoh,none,2
9457,wolfgang lindner,m,0
9458,n. amosov,none,0
9459,miroslav dud¨ªk,none,0
9460,esther ryvkina,f,0
9461,hai lin,none,0
9462,g¨¦rard sabah,none,0
9463,alex cozzi,none,0
9464,chahab nastar,none,0
9465,jan c. bioch,m,0
9466,parry husbands,m,4
9467,fumihiko chimura,none,3
9468,l. melli,none,0
9469,christine a. montgomery,f,0
9470,xenofon d. koutsoukos,m,0
9471,andrew dinn,none,0
9472,simon harper,none,0
9473,shai geva,none,1
9474,toshihide ibaraki,none,0
9475,j¨¢n senko,none,3
9476,fan-chen tseng,m,2
9477,b. shekar,m,0
9478,kimmo koskenniemi,m,4
9479,peng dai,none,3
9480,kristen grauman,f,3
9481,robert k. abbott,none,1
9482,jianchun fan,none,0
9483,tomasz kaczmarek,m,0
9484,leonid a. kalinichenko,m,0
9485,martin f. arlitt,m,0
9486,glenn r. thompson,m,1
9487,shigeo sugimoto,none,0
9488,thomas f. mcdougal,none,3
9489,gloria bordogna,f,0
9490,martin berger,m,0
9491,michael wiegand,m,0
9492,paul b. chou,none,3
9493,fr¨¦d¨¦ric gingras,none,1
9494,gabriela moise,f,0
9495,rocco a. servedio,m,0
9496,soon young jung,none,0
9497,darse billings,none,0
9498,peng si ow,none,0
9499,yukihiro morita,m,1
9500,rakesh gupta,m,0
9501,nolan bard,m,0
9502,feng-hsu wang,none,0
9503,xin zheng,none,0
9504,matthew r. rudary,m,0
9505,norman salazar,m,1
9506,linas bukauskas,m,0
9507,wanwan ren,none,0
9508,agenor mafra-neto,m,0
9509,lin yuan,none,0
9510,adriana zapico,f,3
9511,anton likhodedov,m,0
9512,joyce p. mcdowell,f,0
9513,nurit vatnik,f,0
9514,carlo batini,m,1
9515,douglas a. newlands,m,2
9516,bernd radig,m,0
9517,tony f. chan,none,0
9518,andrea l. thomaz,none,0
9519,candace e. kalish,f,0
9520,satyanarayana r. valluri,m,0
9521,kenji suzuki,m,0
9522,lane warshaw,m,0
9523,yaping lin,none,0
9524,daniel m. reeves,none,0
9525,heinz uphoff,m,1
9526,souhila kaci,f,0
9527,pak-ming cheung,m,0
9528,david j. heeger,none,0
9529,hans-j¨¹rgen profitlich,none,0
9530,liang feng,none,0
9531,satoshi sekine,m,0
9532,phil hayes,none,3
9533,glenn a. kramer,m,0
9534,gaurav vijayvargiya,m,0
9535,christian kalus,m,1
9536,richard f. e. sutcliffe,none,4
9537,christopher k. i. williams,m,0
9538,yonghong tian,none,0
9539,jun karamon,none,0
9540,siddhartha bhattacharyya,m,0
9541,padmavathi vallabhaneni,f,0
9542,r. e. cullingford,none,3
9543,curtis onuczko,m,0
9544,damian eads,none,0
9545,ioannis arapakis,m,4
9546,arthur c. graesser,m,3
9547,christophe bobineau,m,0
9548,manfred reichert,m,0
9549,paavo kotinurmi,m,0
9550,alexessander alves,none,0
9551,james h. elder,none,0
9552,ruby c. weng,none,0
9553,v. krishnaprasad,none,0
9554,petia radeva,f,0
9555,kaladhar voruganti,none,1
9556,cristopher moore,m,3
9557,menno van zaanen,m,0
9558,daniel frost,none,3
9559,raquel ros,f,0
9560,djamel bouchaffra,m,0
9561,george ostrouchov,none,0
9562,hartmut obendorf,m,0
9563,bart kuijpers,m,0
9564,richard lenz,none,0
9565,nadya belov,f,3
9566,william alexander,m,0
9567,antonio criminisi,m,0
9568,giovanni giuffrida,m,0
9569,chita r. das,f,0
9570,hyeonjoon moon,none,0
9571,nicol n. schraudolph,f,0
9572,peter brusilovsky,m,0
9573,allan m. collins,m,3
9574,narendra kumar gupta,m,0
9575,st¨¦phane clinchant,none,0
9576,kostas patroumpas,m,0
9577,j¨¦r?me baumgarten,none,0
9578,michael freeston,m,1
9579,shengcai liao,none,0
9580,thomas k. leung,none,0
9581,prasanth b. nair,m,0
9582,jiaya jia,none,0
9583,clinton mah,none,4
9584,seiichi yoshizumi,m,0
9585,subramanyam mallela,m,0
9586,romeo sanchez nigenda,m,3
9587,liping ma,none,0
9588,ivan koychev,m,0
9589,tsuyoshi kitani,m,0
9590,edward herskovits,none,2
9591,florian krebs,m,0
9592,shengping liu,none,4
9593,xiaohong wang,none,2
9594,zhenguo li,none,0
9595,mark digiovanni,none,4
9596,thomas j. cook,none,1
9597,alia i. abdelmoty,f,0
9598,alex kass,none,0
9599,andreas wendemuth,m,0
9600,marc j. v. ponsen,m,0
9601,spyros angelopoulos,none,0
9602,ricardo jim¨¦nez-peris,none,0
9603,namunu chinthaka maddage,m,0
9604,robert a. yost,none,1
9605,raman sarin,m,0
9606,younkyung cha kang,none,0
9607,patrick prosser,m,0
9608,michael kaess,m,3
9609,diana f. gordon,f,0
9610,martin sk?ld,none,0
9611,ralph sommerer,m,0
9612,donald owen case,m,4
9613,koichiro deguchi,m,0
9614,franz pernkopf,m,0
9615,andrew connolly,none,2
9616,katya pelekhov,f,4
9617,michel verleysen,m,0
9618,martin farach-colton,m,0
9619,werner frey,m,0
9620,shao-chen lui,m,0
9621,stephen kwek,none,0
9622,florin cutzu,m,0
9623,chia-chen yen,none,0
9624,demet aksoy,f,0
9625,praveen paruchuri,m,0
9626,ron hoory,m,0
9627,tanuja joshi,f,4
9628,roberto gemello,m,0
9629,aldo gangemi,m,0
9630,sander van dijk,m,0
9631,arpad kelemen,m,0
9632,ali dasdan,none,0
9633,alexander l?ser,none,0
9634,shengyang dai,none,0
9635,sushant patnaik,m,0
9636,andr¨¦ hernich,none,0
9637,mahadevan subramanian,m,0
9638,mehmet m. dalkilic,m,0
9639,philip e. agre,m,0
9640,hugo de garis,m,0
9641,yao-hua tan,none,0
9642,pasquale rullo,m,1
9643,charles pecheur,m,3
9644,yogesh rathi,m,0
9645,mehmet emin d?nderler,none,0
9646,mikhail mikhailov,m,0
9647,jerzy j. korczak,m,0
9648,rong xiao,none,0
9649,james r. allard,m,0
9650,aaron d'souza,m,0
9651,jun hua zhao,none,0
9652,mallela subramanyam,none,0
9653,udi manber,m,0
9654,jin h. kim,none,3
9655,wolfgang finkler,m,0
9656,christopher h. brooks,m,0
9657,kenji araki,m,0
9658,xiuyao song,none,0
9659,boris kogan,m,0
9660,sebastian brandt,m,3
9661,benjamin cichy,none,0
9662,qi zhong,none,0
9663,haggai roitman,m,1
9664,rosalind w. picard,f,0
9665,wei hu,none,0
9666,douglas p. metzler,m,0
9667,clemens bertram,m,0
9668,david b. skillicorn,none,2
9669,sam rosenfeld,none,0
9670,ewa deelman,f,0
9671,nicola ferro,f,0
9672,chiou-shann fuh,none,0
9673,raju s. bapi,m,0
9674,edgar h. sibley,m,0
9675,tian sang,none,3
9676,n. j. fiddian,f,0
9677,jieming zhu,none,3
9678,eric louie,none,0
9679,david ruby,none,0
9680,christopher a. welty,m,0
9681,philippe michiels,m,0
9682,maarten van steen,m,0
9683,itaru nishizawa,none,0
9684,kanishka bhaduri,m,0
9685,j. li,none,0
9686,natasha alechina,f,0
9687,al¨ªpio m¨¢rio jorge,none,0
9688,jean-louis binot,m,0
9689,marek kowalkiewicz,m,0
9690,filip zelezny,none,0
9691,damien ernst,m,0
9692,huai-yuan yang,none,0
9693,michela milano,f,0
9694,richard h. wolniewicz,none,0
9695,kirsten hildrum,f,0
9696,sushmita roy,none,0
9697,pablo rodriguez,m,0
9698,ja-hwung su,none,0
9699,hrishikesh karambelkar,m,0
9700,bryce allen,none,0
9701,timothy weale,m,0
9702,elke mittendorf,f,0
9703,cl¨¦ment ra?evsky,none,0
9704,emiran curtmola,none,0
9705,lev finkelstein,m,0
9706,nanning zheng,none,0
9707,kevin q. gallagher,none,0
9708,nalini k. ratha,f,0
9709,sarvapali d. ramchurn,m,0
9710,avi arampatzis,m,4
9711,yejun wu,none,4
9712,mariana jbantova,f,0
9713,keith l. downing,m,0
9714,jeffrey d. kirtner,m,0
9715,liliana ardissono,f,0
9716,charlie k. dagli,m,0
9717,tyler johnson,m,0
9718,laura barbulescu,f,0
9719,pia borlund,f,0
9720,kostas tzeras,m,0
9721,son n. nguyen,none,0
9722,m. pawan kumar,none,0
9723,erik riedel,m,0
9724,stefan schr?dl,none,0
9725,dan benanav,none,0
9726,rainer manthey,m,0
9727,wei-pang yang,none,1
9728,john perry,none,3
9729,yoonkyong lee,none,1
9730,glenn carroll,m,0
9731,hamed pirsiavash,m,0
9732,yang cao,none,4
9733,gary l. bradshaw,none,0
9734,fei chen,none,0
9735,chien-chung huang,none,0
9736,abdelkader b¨¦tari,none,0
9737,bill howe,m,0
9738,ruben gamboa,none,0
9739,mehrdad jahangiri,m,0
9740,jennifer k. holbrook,f,0
9741,daniel n. meredith,none,0
9742,grzegorz czajkowski,m,0
9743,ian a. macleod,none,4
9744,seshashayee s. murthy,m,3
9745,daniel engovatov,none,0
9746,pablo castells,m,4
9747,kenneth r. sloan jr.,m,0
9748,ichigaku takigawa,none,0
9749,raj gopal prasad kantamneni,m,0
9750,fadi yamout,m,0
9751,howard w. beck,m,0
9752,akshat verma,m,0
9753,thomas b. steel jr.,none,0
9754,david a. maluf,none,0
9755,terry gaasterland,m,0
9756,khaled a. s. abdel-ghaffar,m,0
9757,santosh vempala,m,0
9758,laurent miclet,m,0
9759,riadh ksantini,m,0
9760,michael benisch,m,0
9761,tali yatzkar-haham,none,0
9762,joseph l. mundy,none,0
9763,fernando fern¨¢ndez,none,0
9764,karen sp?rck jones,none,4
9765,somayajulu sripada,m,0
9766,fiora pirri,f,0
9767,katia sycara-cyranski,f,0
9768,yuhan cai,none,1
9769,deepak p,none,0
9770,michael bowling,m,0
9771,qi cheng,none,0
9772,jianjun chen,none,0
9773,kuo-zui lin,none,0
9774,ingeborg steinacker,f,0
9775,jing li,none,0
9776,christine alvarado,f,0
9777,zbigniew r. struzik,m,0
9778,jolly chen,none,1
9779,fabian h. sinz,m,0
9780,irina tchoumatchenko,f,0
9781,chris kelman,m,0
9782,fu lee wang,none,0
9783,thomas st?hr,none,0
9784,cosmin cremarenco,m,0
9785,stephen d. scott,none,0
9786,benjamin van roy,none,0
9787,christoph lingenfelder,m,0
9788,sebastian nowozin,m,0
9789,asaf adi,m,1
9790,susanne englert,f,1
9791,wood w. lee,none,3
9792,heather pon-barry,f,0
9793,jean v¨¦ronis,none,0
9794,jingdan zhang,none,0
9795,feng zhao,none,3
9796,samrat ganguly,m,0
9797,sylvie guillaume,f,2
9798,yuta choki,m,0
9799,john s. conery,none,0
9800,ville h. tuulos,m,0
9801,andreas schaller,m,0
9802,d. r. mani,none,0
9803,timothy m. stough,m,2
9804,don r. swanson,none,4
9805,saleema amershi,f,0
9806,joel h. saltz,m,0
9807,gerald pfeifer,m,0
9808,marty tenenbaum,m,0
9809,jonathan grady,m,0
9810,catherine berrut,f,4
9811,w. j. teahan,none,4
9812,michael j. fischer,m,0
9813,virginia savova,f,3
9814,donald hindle,m,0
9815,john w. collins,none,3
9816,yu-wang wang,none,0
9817,diane lambert,f,0
9818,daniel d. morris,none,0
9819,aaron watters,m,1
9820,jay glicksman,none,0
9821,kun zhou,none,0
9822,karen c. davis,f,0
9823,levent ert?z,none,0
9824,dorin marcu,f,0
9825,shan-hung wu,none,2
9826,helen pinto,none,0
9827,miguel ferreira,m,0
9828,yuzo fujishima,none,3
9829,june-suh cho,none,0
9830,keith c. c. chan,none,2
9831,stephen b. whitehill,none,0
9832,mark d. hill,none,1
9833,david hogg,none,3
9834,hairong qi,none,0
9835,ishwar chander,m,0
9836,james v. miller,none,0
9837,m. nemeth,none,0
9838,ondrej chum,m,0
9839,david furcy,none,0
9840,kan deng,none,0
